isbn;language_code;average_rating;description;Authors;num_pages;publication_year;title;genre
62373153;eng;4,58;One of the most memorable and irresistible characters in all of literature--the Wizard Howl--is introduced in Diana Wynne Jones's classic fantasy novel Howl's Moving Castleand makes guest appearances in two stand-alone sequel novels, Castle in the Airand House of Many Ways. Howl's Moving Castlewas adapted into an acclaimed and Academy Award-nominated film of the same name, produced by Studio Ghibli and directed by Hayao Miyazaki.Sophie Hatter never intended to set out and seek her fortune. The eldest of three sisters, Sophie thought she was destined to fail. That all changed the day the Witch of the Waste turned her into an old woman. In order to lift the spell, Sophie barges into Wizard Howl's moving castle and strikes a bargain with Calcifer, his fire demon. But Howl is outrunning a curse of his own, and soon Sophie realizes that nothing is as it appears. . . . Howl, Sophie, and Calcifer return in both Castle in the Airand The House of Many Ways, two stand-alone sequels full of mayhem, secrets, and magic.;Diana Wynne Jones;688;2014;World of Howl Collection (Howl's Moving Castle, #1-3);young_adult
857079212;eng;4,39;In this seductive follow-up to Poison Princess, #1 New York Timesbestselling author Kresley Cole takes us deeper into the dark world of the Arcana Chronicles.Shocking secretsEvie has fully come into her powers as the Tarot Empress, and Jack was there to see it all. She now knows that the teens who've been reincarnated as the Tarot are in the throes of an epic battle. It's kill or be killed, and the future of mankind hangs in the balance.Unexpected alliesWith threats lurking around every corner, Evie is forced to trust her newfound alliance. Together they must fight not only other Arcana, but also Bagmen zombies, post-apocalyptic storms, and cannibals.Gut-wrenching treacheryWhen Evie meets Death, things get even more complicated. Though falling for Jack, she's drawn to the dangerous Endless Knight as well. Somehow the Empress and Death share a history, one that Evie can't remember--but Death can't forget...;Kresley Cole;336;2013;Endless Knight (The Arcana Chronicles, #2);young_adult
763642509;eng;3,96;A gripping portrait of a teen's struggles through grief and abuse - and the miraculous power of animals to heal us.After her veterinarian dad dies, sixteen-year-old Iris Wight must leave her beloved Maine to live on a North Carolina farm with her hardbitten aunt and a cousin she barely knows. Iris, a vegetarian and animal lover, immediately clashes with Aunt Sue, who mistreats the livestock, spends Iris's small inheritance, and thinks nothing of striking Iris for the smallest offense. Things come to a head when Iris sets two young goats free to save them from slaughter, and an enraged Aunt Sue orders her brutish son, Book, to beat Iris senseless - a horrific act that lands Book and his mother in jail. Sent to live with an offbeat foster family and their dooking ferrets, Iris must find a way to take care of the animals back at the farm, even if it means confronting Aunt Sue. Powerful and deeply moving, this compelling novel affirms the redemptive power of animals and the resilience of the human spirit.;Steve Watkins;334;2011;What Comes After;young_adult
399256512;eng;4,02;This action-packed second book in international bestseller Harlan Coben's Mickey Bolitar young adult series follows Mickey as he continues to hunt for clues about the Abeona Shelter and the mysterious death of his father--all while trying to navigate the challenges of a new high school.When tragedy strikes close to home, Mickey and his loyal new friends--sharp-witted Ema and the adorkably charming Spoon--find themselves at the center of a terrifying mystery involving the shooting of their classmate Rachel. Now, not only does Mickey need to keep himself and his friends safe from the Butcher of Lodz, but he needs to figure out who shot Rachel--no matter what it takes.Mickey Bolitar is as quick-witted and clever as his uncle Myron, but with danger just seconds away, it is going to take all of his determination and help from his friends to protect the people he loves, even if he does not know who--or what--he is protecting them from.;Harlan Coben;338;2012;Seconds Away (Mickey Bolitar, #2);young_adult
1595147683;eng;4,03;Lush, romantic, and exquisitely written . . . a rare, glittering jewel of a novel.--Sarah J. Maas, author of the New York Timesbestselling Throne of GlassseriesThis is Aladdin like you've never imagined.--Renee Ahdieh, author of The Wrath and the DawnShe is the most powerful Jinni of all. He is a boy from the streets. Their love will shake the world. . . .When Aladdin discovers Zahra's jinni lamp, Zahra is thrust back into a world she hasn't seen in hundreds of years--a world where magic is forbidden and Zahra's very existence is illegal. She must disguise herself to stay alive, using ancient shape-shifting magic, until her new master has selected his three wishes.But when the King of the Jinn offers Zahra a chance to be free of her lamp forever, she seizes the opportunity--only to discover she is falling in love with Aladdin. When saving herself means betraying him, Zahra must decide once and for all: is winning her freedom worth losing her heart?As time unravels and her enemies close in, Zahra finds herself suspended between danger and desire in this dazzling retelling of the Aladdin story from acclaimed author Jessica Khoury.From the Hardcover edition.;Jessica Khoury;352;2017;The Forbidden Wish (The Forbidden Wish, #1);young_adult
1938092481;eng;4,31;Anonymous sticky-notes, a scheming bully, and a ruined summer send fourteen-year-old Wendy down a trail of secrets and self-discovery. Wendy Robichaud doesn't care one bit about being popular like her good-looking classmates Tookie and the Sticks--until Brainiac bully John-Monster schemes against her, and someone leaves anonymous sticky-note messages all over school. Even the best friend she always counted on, Jennifer, is hiding something and pulling away. But the Spring Program, abandoned puppies, and high school track team tryouts don't leave much time to play detective. When secrets and failed dreams kick off the summer after eighth grade, will Jennifer still be around to support her as high school starts in the fall? Using humor and offering hope, this story for tweens and young teens delicately addresses issues of bullying, eating disorders, imperfect families, and teen suicide.;Cynthia T. Toney;202;2015;8 Notes to a Nobody (Bird Face, #1);young_adult
1936695677;eng;3,4;Only 18 years old, Ashley is no ordinary teenager. Not only is she dead, but upon her death, she mistakenly enters the wrong line in the afterlife, a line meant for trained, guardian angels. With a pair of wings on her back, Ashley is sent to Los Angeles to replace another angel whose assignment was none-other-than Cannon Michaels, a current member of the band Sendher, the sexiest man alive, and Ashley's celebrity crush in life. While exposed to Cannon's selfish, judgmental behavior and his reckless, rock-and-roll lifestyle, Ashley is far from meeting the requirements of a true guardian angel. She misses her family and friends. Will she ever be able to accept her own death? What will she do when she jeopardizes her position as an angel and Cannon's physical safety by falling in love with him?;Karri Thompson;250;2012;Amateur Angel (Amateur Angel, #1);young_adult
1933963018;eng;3,29;He's my teacher. I shouldn't be alone with him. But I can't help that he's irresistible. I let the door silently close at my back. He stared at me, and a taut quiet stretched between us. I like hearing you play, I said, moving toward him. He turned, in sync with my slow approach. He looked up at me but didn't say anything. I rested my clammy hand on the cold, slick body of the baby grand. May I? The muscles in his throat shifted, then he swallowed. Eden. My knees weakened, like a soft tickling kiss had just been blown against the backs of them. Is it okay? I asked. His gaze held mine like two hands joined. He understood what I was really asking. Let me stay, I said. Please. You're going to get me in trouble, he said.;Jennifer Laurens;244;2011;A Season Of Eden;young_adult
031604007X;eng;3,78;Nature is out of balance in the human world. The sun hasn't shone in years, and crops are failing. Worse yet, strange and hostile creatures have begun to appear. The people's survival hangs in the balance.To solve the crisis, the oracle stones are cast, and Kaede and Taisin, two seventeen-year-old girls, are picked to go on a dangerous and unheard-of journey to Tanlili, the city of the Fairy Queen. Taisin is a sage, thrumming with magic, and Kaede is of the earth, without a speck of the otherworldly. And yet the two girls' destinies are drawn together during the mission. As members of their party succumb to unearthly attacks and fairy tricks, the two come to rely on each other and even begin to fall in love. But the Kingdom needs only one huntress to save it, and what it takes could tear Kaede and Taisin apart forever.The exciting adventure prequel to Malinda Lo's highly acclaimed novel Ash is overflowing with lush Chinese influences and details inspired by the I Ching, and is filled with action and romance.;Malinda Lo;371;2011;Huntress;young_adult
1471403440;eng;3,89;The predicted Rapture by Pastor Frick's Church of America has come and gone, and three thousand Believers are now missing or dead. Seventeen-year-old Vivian Apple and her best friend, Harpreet, are revolutionaries, determined to expose the Church's diabolical power grab...and to locate Viv's missing heartthrob, Peter Ivey.;Katie Coyle;313;2014;Vivian Versus America (Vivian Apple, #2);young_adult
1492877344;eng;4,52;What would you do if you were given the opportunity to rebuild a broken relationship?Alec and Nikki Scott are the perfect ice dancing duo, executing flawless technique and brilliant performance abilities each time they compete. No one doubts their camaraderie, not even their closest friends.But looks can be deceiving. Off the ice, their relationship is in shambles. Ice dancing is the only thing they have in common anymore... and Alec wants to quit.Just as Nikki feels like their relationship can't get any worse, an unexpected tragedy crashes into her life. She's left struggling with a difficult choice as her opinion of her brother slowly starts to change.Whatever she decides, she knows her life will never be the same.;Ashley Elliott;286;2014;Becoming Nikki;young_adult
1933718757;eng;4,05;It's been over six months since the eruption of the Yellowstone supervolcano. Alex and Darla have been staying with Alex's relatives, trying to cope with the new reality of the primitive world so vividly portrayed in Ashfall,the first book in this series. It's also been six months of waiting for Alex's parents to return from Iowa. Alex and Darla decide they can wait no longer and must retrace their journey into Iowa to find and bring back Alex's parents to the tenuous safety of Illinois. But the landscape they cross is even more perilous than before, with life-and-death battles for food and power between the remaining communities. When the unthinkable happens, Alex must find new reserves of strength and determination to survive.;Mike Mullin;594;2012;Ashen Winter (Ashfall, #2);young_adult
997674709;eng;4,92;Jarret West, a rich teenage boy, has been accustomed to having control over others and getting his way. When his life begins to fall apart, his guardian angel Ellechial hopes now is the time for his conversion. Jarret must be freed from the deep clutches of Deth-kye, the demon bent on seeing him in hell. The fate of several others depends upon Jarret's conversion.While Jarret gets ensnared in Deth-kye's traps, Ellechial can provide little help since Jarret doesn't pray, doesn't believe, and hasn't listened to him in years. Ellechial hopes Jarret's twin brother, who has recently found God, will be able to influence him. But Jarret goes on vacation with his father and younger brother where temptations only increase. Meanwhile, Jarret's twin and other teens form a prayer group and begin to pray before the Blessed Sacrament unaware of the power they provide the angels. Though Ellechial gains strength, Deth-kye wins victory after victory. His weapons: emotion, vice, and memories. Who will win the battle for Jarret's soul?;Theresa Linden;316;2016;Battle for His Soul;young_adult
1602863008;eng;3,53;Poppy Hooper and Ember Hawkweed couldn't lead more different lives. Poppy is a troubled teen: moving from school to school, causing chaos wherever she goes, never making friends or lasting connections. Ember is a young witch, struggling to find a place within her coven and prove her worth. Both are outsiders: feeling like they don't belong and seeking escape.Poppy and Ember soon become friends, and secretly share knowledge of their two worlds. Little do they know that destiny has brought them together: an ancient prophecy, and a life-changing betrayal. Growing closer, they begin to understand why they've never belonged and the reason they are now forever connected to each other.Switched at birth by the scheming witch Raven Hawkweed, Poppy and Ember must come to terms with their true identities and fight for their own place in the world. Enter Leo, a homeless boy with a painful past who - befriending them both - tests their love and loyalty. Can Poppy and Ember's friendship survive? And can it withstand the dark forces that are gathering?;Irena Brignull;368;2016;The Hawkweed Prophecy (Hawkweed Prophecy #1);young_adult
1338118668;eng;4;Boy meets girl. Girl changes everything.Michael likes to hang out with his friends and play with the latest graphic design software. His parents drag him to rallies held by their anti-immigrant group, which rails against the tide of refugees flooding the country. And it all makes sense to Michael.Until Mina, a beautiful girl from the other side of the protest lines, shows up at his school, and turns out to be funny, smart--and a Muslim refugee from Afghanistan. Suddenly, his parents' politics seem much more complicated.Mina has had a long and dangerous journey fleeing her besieged home in Afghanistan, and now faces a frigid reception at her new prep school, where she is on scholarship. As tensions rise, lines are drawn. Michael has to decide where he stands. Mina has to protect herself and her family. Both have to choose what they want their world to look like.;Randa Abdel-Fattah;400;2017;The Lines We Cross;young_adult
545953189;eng;3,89;They're dreadfully fond of beheading people here...Gwen, Pete, and the others have escaped from Everland. Except the safe haven they hoped to find at Alnwick Castle doesn't exist. With the Queen of England on her deathbed, Duchess Alyssa has stepped in, but things have gotten worse as the cure Doc created for the Horologia virus has mutated into something even more deadly. The only possible solution he can think of is to go back to the virus's origin: an extinct poisonous apple.Legend has it, though, that a tree bearing the apple might be found at the center of an impossible labyrinth hidden deep within Germany. A place no one in their right mind enters. With no other options, Alyssa sets out with only her sword, her wits, and the help of Maddox Hadder, a wild boy who oversees the castle gardens. To get to the center of the maze, she'll be forced to battle monsters more terrifying than her darkest nightmares.But can anyone truly survive the madness of the maze? And what if there's no apple to be found there?;Wendy Spinale;288;2017;Umberland (Everland, #2);young_adult
7445636;eng;3,87;An angel searching for answers, for her destiny...In the third MERCY paranormal romance, Mercy wakes in a new unknown host, her love for Ryan and Luc burning stronger than ever. But who will she make the ultimate sacrifice for?There's something very wrong with me. When I wake up, I could be anyone...Mercy is thrust into the excessive world of fashion when she awakes in the body of a troubled Russian supermodel, Irina: bitchy, hot-tempered and known to be dabbling in things she shouldn't, Irina is on the verge of a very public breakdown.Against the glamorous background of opulent Milan, Mercy continues her increasingly desperate search for Ryan to lead her back to her immortal lover, Luc. But this time Mercy is aware that her memories and powers are growing ever stronger -- and she begins to doubt Luc as The Eight reveal more of her mysterious past. Are Luc's desires as selfless as her own or does he want her for a more terrifying purpose?The grand scale celestial battle for Mercy's soul builds to an incredible stormy crescendo as archangels and demons clash in a cataclysmic showdown that not all will survive...;Rebecca Lim;288;2011;Muse;young_adult
1595146059;eng;3,64;On Skin Island, even the laws of creation can be broken.On a remote island in the Pacific, Corpus scientists have taken test tube embryos and given them life. These beings--the Vitros--have knowledge and abilities most humans can only dream of. But they also have one enormous flaw.Sophie Crue is determined to get to Skin Island and find her mother, a scientist who left Sophie behind years ago. With the help of Jim Julien, a young charter pilot, she arrives--and discovers a terrifying secret she never imagined: she has a Vitro twin, Lux, who is the culmination of Corpus's dangerous research.Now Sophie is torn between reuniting with the mother who betrayed her and protecting the genetically enhanced twin she never knew existed. But untangling the twisted strands of these relationships will have to wait, for Sophie and Jim are about to find out what happens when science stretches too far beyond its reach.;Jessica Khoury;384;2014;Vitro (Corpus, #2);young_adult
1442446587;eng;3,66;Untold dangers await telepathic twins in this sequel to the futuristic, romantic thriller classic sci-fi, space-travel adventure.After Elissa and Lin exposed the government's secret experiments in Linked, their home planet Sekoia is thrown into chaos. Determined to do their part to help the planet they've hurt, they return to Sekoia only to discover that things are far worse that they imagined. Resources are suddenly scarce, people are scared, and there's a rising current of anger against the Spares.When Lissa and Lin find themselves among another group of Spares and twins, they feel like they've found their kindred spirits at last. But a threat none of them could have expected is lying in wait for Sekoia's Spares.;Imogen Howson;480;2014;Unravel (Linked, #2);young_adult
857077635;eng;3,9;How many survived the zombie apocalypse?Where do the living hide in a city of the dead?Who controls the streets of London?B Smith is setting out to explore...;Darren Shan;213;2013;Zom-B City;young_adult
571280544;eng;3,49;Once you've seen into the future, can you change your destiny?In a near future, society is segregated according to whether people are genetically disposed to mental illness. 17-year-old Ana has been living the privileged life of a Pure due to an error in her DNA test. When the authorities find out, she faces banishment from her safe Community, a fate only thwarted by the fact that she has already been promised to Pure-boy Jasper Taurell.Jasper is from a rich and influential family and despite Ana's condition, wants to be with her. The authorities grant Ana a tentative reprieve. If she is joined to Jasper before her 18th birthday, she may stay in the Community until her illness manifests. But if Jasper changes his mind, she will be cast out among the Crazies. As Ana's joining ceremony and her birthday loom closer, she dares to hope she will be saved from the horror of the City and live a 'normal' life. But then Jasper disappears.Led to believe Jasper has been taken by a strange sect the authorities will not intefere with, Ana sneaks out of her well-guarded Community to find him herself. Her search takes her through the underbelly of society and into the pits of the human soul. And as she delves deeper into the mystery of Jasper's abduction she uncovers some devastating truths that destroy everything she has grown up to believe, but she also learns to love as she has never loved before.;Claire Merle;325;2012;The Glimpse (The Glimpse, #1);young_adult
857077678;eng;3,96;After spending the last few months wandering around London--a city filled with the dead--B Smith has given up hope for any sign of normal human existence. But then B finds strange signs all over the city--a Z plus red arrows. Following them, B finds The Angels-- a group gathered in the hopes of combating the evil dead and the forces that introduced them. But all is not as it seems and it's up to B to find out: what battle are they truly waging?;Darren Shan;160;2013;Zom-B Angels;young_adult
1408309520;eng;4,13;I risked the most sacred sisterhood in the history of espionage, for a boy.As a spy-in-training, Cammie Morgan is used to danger. But this time the Academy itself is in trouble - and Cammie is getting the blame.;Ally Carter;264;2015;Cross My Heart and Hope to Spy (Gallagher Girls, #2);young_adult
1631054848;eng;4,67;Mia Childs is a stranger to herself, happy to hide in the background because of her terrifying visions. At night, she dreams of Annwn where she meets an outrageous flirt called Ryder and a sense of belonging invades. However, when Mia's dreams become reality in the shape of a newcomer at school who's identical to the one in her dreams, her reality crumbles. Ryder's touch awakens her memories revealing that she is a child of Annwn, a guardian of her magical realm and the mortals. She learns that it was her visions of dwindling pregnancies causing the end of humanity and Annwn, which led her to evoke an ancient law, The Promise, which tests the power of their love and magic as a way to gain entry into the human world. Now, Mia must embrace her fears in order to fulfill her promise and save humanity because Greyson, a Darkshadow has been manipulating events from the beginning and the fate of everyone she loves lies in her hands.;Jennifer Owen Davies;324;2014;The Promise (Children of Annwn, #1);young_adult
805097716;eng;3,92;On the mysterious island of Nil, the rules are set. You have exactly 365 days to escape--or you die.Seventeen-year-old Charley doesn't know the rules. She doesn't even know where she is. The last thing she remembers is blacking out, and when she wakes up, she's naked in an empty rock field.Lost and alone, Charley finds no sign of other people until she meets Thad, the gorgeous leader of a clan of teenage refugees. Soon Charley learns that leaving the island is harder than she thought . . . and so is falling in love. With Thad's time running out, Charley realizes that she has to find a way to beat the clock, and quickly.;Lynne Matson;374;2014;Nil (Nil, #1);young_adult
99567253;eng;4,34;Tory Brennan - great niece of Dr Temperance Brennan - and the Virals return for their most terrifying adventure yet.Morris Island has barely had a chance to return to normality after the high profile trial of the Gamemaster, when two local students seem to vanish into thin air.Tory Brennan and the Virals pack move quickly in their attempts to discover what has happened to their twin classmates. But the pack's canine powers are growing wilder, and it is becoming ever harder to conceal the secret which protects them.When Tory and her friends find evidence of blood in the students' basement, they realise that the disappearance is no game.But in order to save the twins, the Virals must risk the exposure of their powers, and in doing so put even their own lives in terrible danger.;Kathy Reichs;432;2014;Exposure (Virals, #4);young_adult
1599559250;eng;3,95;Jen's life of partying and sneaking out has grown stale. So on a whim, Jen makes a bet to turn Trevor, a goody-two-shoes geek, into a bad boy. As she hangs out with Trevor, however, she finds it's actually kinda fun being a geek. But when Trevor finds out about the bet, Jen must fight for the things she's discovered matter most: friendship, family, and, above all, love.;Cindy C. Bennett;281;2011;Geek Girl;young_adult
1442426551;eng;3,71;A promise broken. A bond betrayed. It's been six months since ghost-turned golem Sinclair Youngblood Powers confessed his love, stole Dice's heart, and disappeared from Swoon, perhaps from existence. Despite the hurt, Dice has been moving steadily toward ordinary. Dreams of Sin still plague and pleasure her sleep, and the mark of Sin's love remains on her skin, still sore. But Dice has been throwing herself into music, finding solace in song and sometimes even in the arms of her band mate, Tosh. Life seems almost...normal. The last thing Dice wants is to mess with anything remotely supernatural. But when her best friend's boyfriend goes missing, Dice has no choice but to become very much involved. She knows that his disappearance was no accident, and it somehow has everything to do with Sin. Because Dice can feel it: Sin is back. And the promises and deceptions he left in his wake have returned to haunt him. What do you do when an oath of devotion threatens to destroy the one you love?;Nina Malkin;480;2011;Swear (Swoon, #2);young_adult
1442419814;eng;3,86;Tally is about to turn sixteen, and she can't wait. In just a few weeks she'll have the operation that will turn her from a repellent ugly into a stunning pretty. And as a pretty, she'll be catapulted into a high-tech paradise where her only job is to have fun.But Tally's new friend Shay isn't sure she wants to become a pretty. When Shay runs away, Tally learns about a whole new side of the pretty world-- and it isn't very pretty. The authorities offer Tally a choice: find her friend and turn her in, or never turn pretty at all. Tally's choice will change her world forever...;Scott Westerfeld;406;2011;Uglies (Uglies, #1);young_adult
1442457074;eng;3,85;Lucy races against time and magic in this compelling sequel to the richly and thoughtfully written (Publishers Weekly) Chantress.Lucy is the last Chantress, the only remaining girl who can sing magic into the world. Since she defeated the evil Lord Scargrave, England has changed - and not for the better. With crops failing and the people rebelling, Lucy is called urgently back to King Henry's court. His Inner Council is convinced that making gold through alchemy will save England. But a critical element to the alchemical process has been stolen. Lucy is tasked with finding it with her magic... or else. And until she succeeds, the castle is on lockdown.Court too has changed. Scargrave's brutal Chantress-hunter has become King Henry's closest advisor. Lucy's beloved Nat has fallen out of favor and is shunned by his colleagues. Their romance means trouble for both of them. Worst of all, something goes wrong with Lucy's magic. The palace is a labyrinth, and there's a monster at its heart - a monster who may have the power to defeat Lucy once and for all.Amy Butler Greenfield returns to the beguiling world of Chantress for a suspenseful tale of courtly intrigue, music, and magic in Chantress Alchemy.;Amy Butler Greenfield;352;2014;Chantress Alchemy (Chantress, #2);young_adult
1500542547;eng;3,8;This book is no longer available.Plagued by visions of the future since his childhood, Ash Baker has lived his life in secrecy. When a mysterious fire consumes his home and his parents are kidnapped, Ash and his younger brother Charlie must venture to Aracnotolo, world of the faeries, to rescue them.However, they find themselves in the middle of a budding war between Summer and Winter. Living with Adaline and Leo Tarklovishki in Feraudian Plains, the country of the Summer faeries, Ash and Charlie quickly find that evil forces are at play. Accused of two murders they did not commit, Ash, Leo and their friends and family must run for their lives to find a place they can remain safe. Hunted, certain things come to light about Ash's strange powers that brings the fate of the world down upon his shoulders.;Tenae Hunt;412;2014;Crimson Oath (Crimson Oath, #1);young_adult
230756255;eng;3,93;Since the beginning of mankind, civilizations have fallen: the Romans, the Greeks, the Aztecs...and now us. Huge earthquakes rock the world. Cities are destroyed. But something even more awful is happening: An ancient evil has been unleashed, and it's turning everyday people into hunters, killers, and crazies. This is the world Mason, Aries, Clementine, and Michael are living in--or rather, trying to survive. Each is fleeing unspeakable horror, from murderous chaos to brutal natural disasters, and each is traveling the same road in a world gone mad. Amid the throes of the apocalypse and clinging to love and meaning wherever it can be found, these four teens are on a journey into the heart of darkness--and to find each other and a place of safety.;Jeyn Roberts;360;2011;Dark Inside (Dark Inside, #1);young_adult
1101559683;eng;3,88;On Wilde Island, there is no peace between dragons, fairies, and humans.Wilde Island is in an uproar over the recent death of its king. As the uneasy pact between dragons, fairies, and humans begins to fray, the royal witch hunter with a hidden agenda begins a vengeful quest to burn girls suspected of witchcraft before a new king is crowned..Strong-willed Tess, a blacksmith's daughter from a tiny hamlet, wants more for herself than a husband and a house to keep. But in times like these wanting more can be dangerous. Accused of witchery, Tess and her two friends are forced to flee the violent witch hunter. As their pursuer draws ever closer they find shelter with a huntsman in the outskirts of the forbidden Dragonswood sanctuary. But staying with the mysterious huntsman poses risks of its own: Tess does not know how to handle the attraction she feels for him--or resist the elusive call that draws her deeper onto the heart of Dragonswood;Janet Lee Carey;416;2012;Dragonswood (Wilde Island Chronicles, #2);young_adult
1368001017;eng;4,28;The god Apollo, cast down to earth and trapped in the form of a gawky teenage boy as punishment, must set off on the second of his harrowing (and hilarious) trials. He and his companions seek the ancient oracles - restoring them is the only way for Apollo to reclaim his place on Mount Olympus - but this is easier said than done. Somewhere in the American Midwest is a haunted cave that may hold answers for Apollo in his quest to become a god again...if it doesn't kill him or drive him insane first.Standing in Apollo's way is the second member of the evil Triumvirate - a Roman emperor whose love of bloodshed and spectacle makes even Nero look tame. To survive the encounter, Apollo will need the help of a now-mortal goddess, a bronze dragon, and some familiar demigod faces from Camp Half-Blood. With them by his side, can Apollo face down the greatest challenge of his 4,000 years of existence?An unabridged recording (12 hours, 31 minutes).;Rick Riordan;432;2017;The Dark Prophecy (The Trials of Apollo, #2);young_adult
1442450509;eng;3,73;Arthurian legend mixes with modern-day witchcraft in this haunting sequel to Legacy.After the riveting--and romantic--events of Legacy, Katy has won Peter's heart and is now claiming her place in the magical world. Though half the students at her boarding school come from witching lines, the use of magic is expressly forbidden at Ainsworth, so as to keep the witching world hidden from the blue-blooded preppies, aka Muffies, who also walk the halls.But the Muffies have at least a notion of magic, because Katy catches them staging a made-up ritual--and to her astonishment, the girls collapse at Katy's feet and fall into comas. When Katy is blamed, she becomes desperate to clear her name and finds herself battling all odds to harness her growing magical powers in order to save the Muffies and dispel the Darkness once more;Molly Cochran;368;2012;Poison (Legacy, #2);young_adult
1484847105;eng;3,92;A unique summer job lands eighteen-year-old Eden Saxon into a lifestyle completely different than her own. She becomes a companion for nineteen-year-old Finley King, the daughter of a rock legend. Finley suffers from severe anxiety, and her father fears her being alone. Eden leaves her loving, but wildly dysfunctional, parents and dreary apartment and enters a world where no luxury is overlooked. She instantly adores Finley and her charming, quirky personality. The whole situation has only one flaw- Finley's older brother, Jude. Jude King is cocky, arrogant and irritating. Unfortunately, he's also completely irresistible.Eden realizes she's underestimated the depth of Finley's problems, and suddenly her dream job turns out to be a lot more than she'd expected. Eden soon finds herself in over her head . . . and her heart.;Tess Oliver;288;2013;Strangely Normal;young_adult
1780620098;eng;3,71;Have you ever had the feeling that you've lived another life? Been somewhere that has felt totally familiar, even though you've never been there before, or felt that you know someone well, even though you are meeting them for the first time? It happens.In a novel comprising seven parts, each influenced by a moon - the flower moon, the harvest moon, the hunter's moon, the blood moon - this is the story of Eric and Merle whose souls have been searching for each other since their untimely parting.;Marcus Sedgwick;264;2011;Midwinterblood;young_adult
310736706;eng;3,74;Her heart, her dreams... or none of the above?Chelsea Morris has always been responsible, dependable, and focused on her dreams of fashion design, a dream that will officially begin come fall, when she leaves for college in New York City. As she settles into her role as the lead designer for the local summer stock theater group, she decides to make the most of her last summer in North Carolina. But with her best friend Emily busy working late and spending time with Zander, and tensions with Chelsea's boyfriend, Todd, running high, the summer she envisioned seems to be falling flat.Then Dylan joins the latest summer production. There's something about the college boy that makes her feel free and alive, and soon she's broken up with Todd, and is sneaking out late to meet Dylan at parties and breaking rules at the playhouse. But before she knows it, her exciting nights are interfering with her job, her role on the play, as well as her relationship with Emily and with her parents. Worse, Chelsea finds herself feeling more and more estranged from God.As the summer becomes wilder than she ever dreamed, Chelsea must decide if her heart is leading her in the right direction after all.;Amy Clipston;288;2015;Miles from Nowhere (Roadside Assistance #3);young_adult
62081055;eng;3,75;LYDIA BENTLEY has heard stories about the Montauk Project all her life: stories about the strange things that took place at the abandoned military base near her home and people who've disappeared over the years. Stories about people like her own great-grandfather.When Lydia stumbles into a portal that transports her to a dangerous and strange new reality, she discovers that all the stories she's heard about the Montauk Project are true, and that she's in the middle of one of the most dangerous experiments in history.Alongside a darkly mysterious boy she is wary to trust, Lydia begins to unravel the secrets surrounding the Project. But the truths behind these secrets force her to questions all her choices - and if Lydia chooses wrong, she might not save her family but destroy them... and herself.;Rachel Carter;313;2012;So Close to You (So Close to You, #1);young_adult
1477827307;eng;3,7;For Kate Sommers, there's nothing that compares to summer at her family's beach house on Cape Cod: the ocean breezes, the clam bakes, the boys. She and her three sisters seemed to have all their firsts over those long months--first job, first party, first crush. Kate's first crush is her only crush--Ryan Landry, the boy next door, and her older sister Eliza's on-again, off-again summer fling.But it's been three years since Kate and her sisters have spent a summer in Cape Cod. When their mom died, no one could imagine going back without her. Now eighteen, the whole Sommers family is headed to the Cape for Eliza's wedding and Kate must find the strength to be there for her family.When Kate spots Ryan, she realizes how much has changed since he last set eyes on her. She isn't the gawky fifteen-year-old that she once was, and this could be the summer that Ryan finally takes notice. Eliza says she's moved on, but Kate knows better than anyone that Ryan Landry isn't the kind of guy you give up without a fight...;Iva-Marie Palmer;272;2014;The Summers;young_adult
1554888603;eng;3;Fifteen-year-old Danny is a troubled kid, and trouble always seems to follow him. Things are changing just too fast his family has moved to a new town, his father is battling alcoholism, and Danny has a hair-trigger temper that causes him problems with the teachers and the other kids at his new school. But as they say, everybody can do at least one thing well, and for Danny its judo. The dojo is the one place where Dannys aggression can find an outlet, even as he tries to make sense of a life that seems way out of control. As he gets ready for an upcoming competition, things just might be on the upswing in Dannys life. Its all thanks to the arrival of a four-legged wonder, a remarkable greyhound named Long Shot that may hold the key to Danny finding both balance in his life and, especially, a greater understanding of his father.;John        Cooper;176;2011;The Greyhound;young_adult
1408853868;eng;3,87;Cassie is writing a letter to the boy whose heart she broke. She's trying to explain why. Why she pushed him away. Why her father got so angry when he saw them together. Why she disappears some nights. Why she won't let herself remember what happened that long-ago night on the boardwalk. Why she fell apart so completely.Desperate for his forgiveness, she's telling the whole story of the summer she nearly lost herself. She's hoping he'll understand as well as she now does how love--love for your family, love for that person who makes your heart beat faster, and love for yourself--can save you after all.;Nick Lake;530;2016;Whisper to Me;young_adult
